study_id,item_id,item_filename,item_cdn_url,participant_id,participant_external_id,participant_display_name,participant_tags,participant_quality_grade,participant_quality_grade_item,test_item_display_order,exposure_number,fixation_point_x,fixation_point_y,fixation_starts_at_ms,fixation_ends_at_ms,fixation_duration_ms,saccade_amplitude_percent,notes
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,50.912990196078,87.803649237473,3286,3669,383,3.0304967763364,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,54.293650793651,89.248897707231,3688,4077,389,19.866810237341,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,31.503968253968,90.049783549784,4096,4317,221,10.414433958571,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,19.877100840336,94.948826978239,4350,4737,387,4.7281291051108,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,15.614565796857,88.983507918693,4767,5150,383,8.0715956849914,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,7.1230709876543,95.553893637227,5180,5560,380,3.3608490378835,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,9.6269344449491,90.340462311051,5588,5919,331,29.140142143261,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,42.421875,78.775958994709,5952,6169,217,26.729817874074,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,72.691206041901,87.54271106123,6188,6571,383,10.279794592828,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,84.456699346405,86.07314979864,6603,6992,389,2.8060749910925,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,87.151984126984,89.203703703704,7010,7136,126,10.896968049982,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,74.652777777778,89.722222222222,7154,7256,102,27.455263354598,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,43.543069584736,80.925925925926,7276,7385,109,24.252367327868,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,16.836419753086,94.814814814815,7402,7578,176,13.415220289394,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,1.4727443609023,93.157894736842,7608,7994,386,9.8282727381486,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,12.682353406038,95.337289613605,8013,8407,394,10.272396152378,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,5.3680555555556,78.907407407407,8498,8597,99,18.914995289658,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,-0.1519861311528,41.594859530045,8628,9007,379,5.2491854358485,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,5.8639867294435,42.098506069094,9037,9415,378,10.684845714901,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,17.847222222222,37.5,9541,9661,120,58.795458893432,
4023201b-27bd-4dfd-b53e-b2a37c030eb0,6c9923d1-52c2-426a-9ae0-e697a9815263,Rome1024x768.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_4023201b-27bd-4dfd-b53e-b2a37c030eb0/project_lg_6c9923d1-52c2-426a-9ae0-e697a9815263.jpg?v=14.13.0,d76454eb-b49f-4206-a8b4-a0493732ab16,,Anonymous,,6,6,1,1,85.14057339425,29.105286213129,9679,10022,343,,
